,Name,National ID,Barcode,Location,Date,Season,Country,Province,Species,Species (English),Breed/subspecies,Sex,Date of birth,Age (days),Age_category,Country of birth,Born at current residence,Bodyweight (kg),Breed line,Breed country of origin,Breed_type,White_breed,Traditional use,Establishment type,Husbandry intensity,Inside/outside,Additional outside access,Outdoor_access,Outside environment,Soil present,Bedding material,Bedding_present,Straw_present,Slatted floor,No. animals in enclosure,Housed with other species,Other species,Weaning age (days),Given formula milk,Creep feed,Creep_what,Creep_consistency,Water content (%),PSS,Dietary regimen,Feed name,Feed ingredients,Crude protein,Protein_category,Crude fat,Crude ash,Crude fibre,Fibre_category,Carbohydrates,Calcium,Phosphorous,Sodum,Lysine,Methionine,Organic/standard,Environmental food,Dietary supplementation,Purely_commercial_diet,Dairy_in_diet,First_feed_ingredient,Acetic_acid_mM/g,Propionic_acid_mM/g,Isobutyric_acid_mM/g,Butyric_acid_mM/g,Isovaleric_acid_mM/g,Valeric_acid_mM/g,Isocaproic_acid_mM/g,Caproic_acid_mM/g,Enanthic_acid_mM/g,Total_SCFA_mM/g,Total_BCFA_mM/g,Total_MCFA_mM/g,Total_VFA_mM/g,AA%,PA%,IBA%,BA%,IVA%,VA%,ICA%,CA%,EA%,SCFA%,BCFA%,MCFA%,Ratio_AA,Ratio_PA,Ratio_BA,Medical conditions,Medication,Antibiotics,Recent_antibiotics,Worming,Immunisations,Farrowed,Last farrowing,Gestating,Nursing,Parity,Castrated,Chemical/physical,Seq_run,Relatives/cohabitants,Sample storage information,Additional information,ID,numerical_age_category,DMM_cluster,cluster_lda,Simpson
31NL01,,,Kinnex16S_Fwd_07--Kinnex16S_Rev_13,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Tempo,,28/02/2024,15.0,Lactation,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,78.86435331,5.0,"Still with the sow receiving milk, plus feed (30% brok met water)",Safe Start Junior kruimel ,"Gerst, tarwevlokken, maisvlokken, havervlokken, gerstvlokken, zoete lupinen, soyabonen getoast, sojaeiwitconcentraat, cellulose, suiker, aardappeleiwit, tarwebloem, weipoeder, plantaardige olie geraffineerd (palm, kokos, soja, raap, zonnebloem), koolzure voederkalk, magere-melkpoeder, monocalciumfosfaat, tarwevoerbloem, natriumchloride, gistproducten, lactose, maltodextrine, door splitsen verkregen zuivere gedistilleerde vetzuren van palmpit olie, gist (geïnactiveerd), tallolievetzuur, tarwezetmeel, dextrose, gist celwanden, bacteriële biomassa van Bacillus licheniformis rijk aan eiwitten, monodicalciumfosfaat, propaan-1,2-diol","16,5",Medium,5,"4,7",5.0,High,"68,8","0,67","0,44","0,28","1,34","0,54",Standard,,,Yes,,Barley,,,,,,,,,,16.46421501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL01,4,3,cluster 1,0.993639955
31NL02,,,Kinnex16S_Fwd_07--Kinnex16S_Rev_14,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Tempo,,,46.0,Nursery,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,80.06430868,5.0,,Big 3,,"15,85",Medium,,,5.3,High,,,,,,,Standard,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL02,1,1,cluster 6,0.993279282
31NL03,,,Kinnex16S_Fwd_07--Kinnex16S_Rev_15,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Tempo,,,46.0,Nursery,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,76.35782748,4.0,,Big 3,,"15,85",Medium,,,5.3,High,,,,,,,Standard,,,Yes,,,,,,,,,,,,920.5550638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL03,1,5,cluster 6,0.995132445
31NL04,,,Kinnex16S_Fwd_07--Kinnex16S_Rev_16,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,York x Norwegian Landrace,,,70.0,Growing,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,77.90368272,5.0,,Big 3,,"15,85",Medium,,,5.3,High,,,,,,,Standard,,,Yes,,,,,,,,,,,,414.3325765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL04,2,2,cluster 6,0.992392829
31NL05,,,Kinnex16S_Fwd_07--Kinnex16S_Rev_17,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Tempo,,,70.0,Growing,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,75.77854671,4.0,,Big 3,,"15,85",Medium,,,5.3,High,,,,,,,Standard,,,Yes,,,,,,,,,,,,498.0790413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL05,2,5,cluster 6,0.995820025
31NL06,,,Kinnex16S_Fwd_07--Kinnex16S_Rev_18,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Tempo,,,98.0,Growing,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,79.60526316,5.0,,Start,"Gerst, soya hipro, tarwe, bivamix, broodmelange, TGC optipro, TZM DUY-starch, ASS-excellent, kaas-wei",16,Medium,,,4.64,High,,,,,,,Standard,,,Yes,Yes,Barley,,,,,,,,,,393.6131305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL06,2,2,cluster 6,0.979481068
31NL07,,,Kinnex16S_Fwd_07--Kinnex16S_Rev_19,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Tempo,,,119.0,Growing,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,78.78787879,5.0,,Tussen,,"14,8",Low,,,4.69,High,,,,,,,Standard,,,Yes,,,,,,,,,,,,493.8977604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL07,2,2,cluster 6,0.983456458
31NL08,,,Kinnex16S_Fwd_07--Kinnex16S_Rev_20,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Tempo,,,119.0,Growing,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,76.2541806,4.0,,Tussen,,"14,8",Low,,,4.69,High,,,,,,,Standard,,,Yes,,,,,,,,,,,,827.7022984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL08,2,2,cluster 6,0.973826357
31NL09,,,Kinnex16S_Fwd_08--Kinnex16S_Rev_13,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,York,Female,,119.0,Growing,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,75.0798722,4.0,,Tussen,,"14,8",Low,,,4.69,High,,,,,,,Standard,,,Yes,,,,,,,,,,,,617.2560823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL09,2,1,cluster 6,0.995863228
31NL10,,,Kinnex16S_Fwd_08--Kinnex16S_Rev_14,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Tempo,,,140.0,Finishing,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,74.59283388,4.0,,Tussen,,"14,8",Low,,,4.69,High,,,,,,,Standard,,,Yes,,,,,,,,,,,,566.6032932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL10,3,5,cluster 6,0.992843628
31NL11,,,Kinnex16S_Fwd_08--Kinnex16S_Rev_15,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Tempo,,,140.0,Finishing,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,70.8994709,4.0,,Tussen,,"14,8",Low,,,4.69,High,,,,,,,Standard,,,Yes,,,,,,,,,,,,825.3958776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL11,3,5,cluster 6,0.991021102
31NL12,,,Kinnex16S_Fwd_08--Kinnex16S_Rev_16,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Tempo,,,140.0,Finishing,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,75.41528239,4.0,,Tussen,,"14,8",Low,,,4.69,High,,,,,,,Standard,,,Yes,,,,,,,,,,,,534.6399409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL12,3,3,cluster 6,0.991253965
31NL13,,,Kinnex16S_Fwd_08--Kinnex16S_Rev_17,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,York x Norwegian Landrace,,,140.0,Finishing,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,77.22772277,4.0,,Tussen,,"14,8",Low,,,4.69,High,,,,,,,Standard,,,Yes,,,,,,,,,,,,727.7825899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL13,3,5,cluster 6,0.994259363
31NL14,,,Kinnex16S_Fwd_08--Kinnex16S_Rev_18,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Tempo,,,182.0,Mature,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,72.32704403,4.0,,Afmest,,14,Low,,,4.72,High,,,,,,,Standard,,,Yes,,,,,,,,,,,,682.9910031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL14,5,5,cluster 6,0.991967452
31NL15,,,Kinnex16S_Fwd_08--Kinnex16S_Rev_19,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,Tempo,,,182.0,Mature,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,76.85185185,4.0,,Afmest,,14,Low,,,4.72,High,,,,,,,Standard,,,Yes,,,,,,,,,,,,445.8336144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL15,5,5,cluster 6,0.991780701
31NL16,,7186,Kinnex16S_Fwd_08--Kinnex16S_Rev_20,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,York x Norwegian Landrace,Female,16/11/2021,849.0,Mature,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,70.625,4.0,,Dracht,,"12,22",Low,,,9.0,Very high,,,,,,,Standard,,,Yes,,,,,,,,,,,,1165.780645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL16,5,7,cluster 6,0.994967221
31NL17,,,Kinnex16S_Fwd_09--Kinnex16S_Rev_13,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,York,Female,04/06/2023,284.0,Mature,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,74.71264368,4.0,,Dracht,,"12,22",Low,,,9.0,Very high,,,,,,,Standard,,,Yes,,,,,,,,,,,,1350.798116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL17,5,3,cluster 6,0.997339853
31NL18,,6486,Kinnex16S_Fwd_09--Kinnex16S_Rev_14,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,York x Norwegian Landrace,Female,29/01/2020,1506.0,Mature,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,69.0625,3.0,,Dracht,,"12,22",Low,,,9.0,Very high,,,,,,,Standard,,,Yes,,,,,,,,,,,,607.0406861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL18,5,7,cluster 6,0.994514051
31NL19,,7181,Kinnex16S_Fwd_09--Kinnex16S_Rev_15,31NL,14/03/2024,Spring,Netherlands,Noord-Brabant,Sus scrofa domesticus,Domestic pig,York x Norwegian Landrace,Female,16/11/2021,849.0,Mature,Netherlands,Yes,,,,Commercial,Yes,,Farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,27,,,,,70.0,3.0,,Dracht,,"12,22",Low,,,9.0,Very high,,,,,,,Standard,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,31NL19,5,7,cluster 6,0.996070332
32BE01,,,Kinnex16S_Fwd_09--Kinnex16S_Rev_16,32BE,20/03/2024,Spring,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,,Female,01/12/2023,110.0,Growing,France,No,,,,Commercial,Yes,,Research farm,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,,,,,,78.28571429,5.0,,Optivo Pro 9041 (Aveve),"Tarwe, maïs, gerst, sojaschroot, tarwevoer, producten uit de bakkerij- en deegwaren sector, DDGS-maïs, zonnebloemzaadvoer, gedeeltelijk ontdopt, isomaltulosemelasse, calciumcarbonaat, tarweglutenvoer, tarwezemelgrint, zonnebloemzaadvoer, kool- en raapzaadschroot, voormengsel bevattende calciumcarbonaat, suikerbietenmelasse, ruwe sojaolie, sojadoppen, natriumchloride, gedroogde suikerbietenpulp, natriumcarbonaat, monocalciumfosfaat, getoaste sojabonen, maïsglutenvoer","15,3",Medium,"3,8","4,6",4.0,Medium,"72,3","0,7","0,43","0,15","1,03","0,35",Standard,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,32BE01,2,6,cluster 2,0.994729661
32BE02,,,Kinnex16S_Fwd_09--Kinnex16S_Rev_17,32BE,20/03/2024,Spring,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,,Female,01/12/2023,110.0,Growing,France,No,,,,Commercial,Yes,,Research farm,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,,,,,,69.32907348,3.0,,Optivo Pro 9041 (Aveve),"Tarwe, maïs, gerst, sojaschroot, tarwevoer, producten uit de bakkerij- en deegwaren sector, DDGS-maïs, zonnebloemzaadvoer, gedeeltelijk ontdopt, isomaltulosemelasse, calciumcarbonaat, tarweglutenvoer, tarwezemelgrint, zonnebloemzaadvoer, kool- en raapzaadschroot, voormengsel bevattende calciumcarbonaat, suikerbietenmelasse, ruwe sojaolie, sojadoppen, natriumchloride, gedroogde suikerbietenpulp, natriumcarbonaat, monocalciumfosfaat, getoaste sojabonen, maïsglutenvoer","15,3",Medium,"3,8","4,6",4.0,Medium,"72,3","0,7","0,43","0,15","1,03","0,35",Standard,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,32BE02,2,6,cluster 2,0.982302055
32BE03,,,Kinnex16S_Fwd_09--Kinnex16S_Rev_18,32BE,20/03/2024,Spring,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,,Male,21/12/2023,90.0,Growing,France,No,,,,Commercial,Yes,,Research farm,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,,,,,,75.07886435,4.0,,Optivo Pro 9041 (Aveve),"Tarwe, maïs, gerst, sojaschroot, tarwevoer, producten uit de bakkerij- en deegwaren sector, DDGS-maïs, zonnebloemzaadvoer, gedeeltelijk ontdopt, isomaltulosemelasse, calciumcarbonaat, tarweglutenvoer, tarwezemelgrint, zonnebloemzaadvoer, kool- en raapzaadschroot, voormengsel bevattende calciumcarbonaat, suikerbietenmelasse, ruwe sojaolie, sojadoppen, natriumchloride, gedroogde suikerbietenpulp, natriumcarbonaat, monocalciumfosfaat, getoaste sojabonen, maïsglutenvoer","15,3",Medium,"3,8","4,6",4.0,Medium,"72,3","0,7","0,43","0,15","1,03","0,35",Standard,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,32BE03,2,1,cluster 2,0.998472523
32BE04,,,Kinnex16S_Fwd_09--Kinnex16S_Rev_19,32BE,20/03/2024,Spring,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,,Female,21/12/2023,90.0,Growing,France,No,,,,Commercial,Yes,,Research farm,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,,,,,,72.78287462,4.0,,Optivo Pro 9041 (Aveve),"Tarwe, maïs, gerst, sojaschroot, tarwevoer, producten uit de bakkerij- en deegwaren sector, DDGS-maïs, zonnebloemzaadvoer, gedeeltelijk ontdopt, isomaltulosemelasse, calciumcarbonaat, tarweglutenvoer, tarwezemelgrint, zonnebloemzaadvoer, kool- en raapzaadschroot, voormengsel bevattende calciumcarbonaat, suikerbietenmelasse, ruwe sojaolie, sojadoppen, natriumchloride, gedroogde suikerbietenpulp, natriumcarbonaat, monocalciumfosfaat, getoaste sojabonen, maïsglutenvoer","15,3",Medium,"3,8","4,6",4.0,Medium,"72,3","0,7","0,43","0,15","1,03","0,35",Standard,,,Yes,,,,,,,,,,,,447.4802824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,32BE04,2,1,cluster 2,0.99872465
32BE05,,,Kinnex16S_Fwd_09--Kinnex16S_Rev_20,32BE,20/03/2024,Spring,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,,Male,21/12/2023,90.0,Growing,France,No,,,,Commercial,Yes,,Research farm,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,No,,No,,,,,,,73.31378299,4.0,,Optivo Pro 9041 (Aveve),"Tarwe, maïs, gerst, sojaschroot, tarwevoer, producten uit de bakkerij- en deegwaren sector, DDGS-maïs, zonnebloemzaadvoer, gedeeltelijk ontdopt, isomaltulosemelasse, calciumcarbonaat, tarweglutenvoer, tarwezemelgrint, zonnebloemzaadvoer, kool- en raapzaadschroot, voormengsel bevattende calciumcarbonaat, suikerbietenmelasse, ruwe sojaolie, sojadoppen, natriumchloride, gedroogde suikerbietenpulp, natriumcarbonaat, monocalciumfosfaat, getoaste sojabonen, maïsglutenvoer","15,3",Medium,"3,8","4,6",4.0,Medium,"72,3","0,7","0,43","0,15","1,03","0,35",Standard,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES05,,,,32BE05,2,6,cluster 2,0.994931601
33TG01,,,Kinnex16S_Fwd_10--Kinnex16S_Rev_13,33TG,02/05/2024,Rainy season,Togo,Maritime,Sus scrofa domesticus,Domestic pig,Métisse,Female,,210.0,Mature,Togo,Yes,,,,Traditional,,,Farm,Small-scale,Outside,,Yes,Concrete floor,No,,No,No,No,2,Yes,Chickens (sometimes),60,No,,,,74.26470588,4.0,Fed twice a day,,"Son cubé, drèche de brasserie, palmiste, peau de manioc, feuilles de manioc ",,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None (ASF previously on farm),"Vitamines, fer",Oui - donné en préventive après sevrage par injection,,Yes,Yes,No,,No,,,,,NAMES05,,,,33TG01,5,5,cluster 2,0.99773527
33TG02,,,Kinnex16S_Fwd_10--Kinnex16S_Rev_14,33TG,02/05/2024,Rainy season,Togo,Maritime,Sus scrofa domesticus,Domestic pig,Métisse,Female,,,Mature,Togo,Yes,,,,Traditional,,,Farm,Small-scale,Outside,,Yes,Concrete floor,No,,No,No,No,2,Yes,Chickens (sometimes),60,No,,,,69.1588785,3.0,Fed twice a day,,"Son cubé, drèche de brasserie, palmiste, peau de manioc, feuilles de manioc ",,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None (ASF previously on farm),"Vitamines, fer",Oui - donné en préventive après sevrage par injection,,Yes,Yes,No,,No,,,,,NAMES05,,,,33TG02,5,2,cluster 1,0.998732037
33TG03,,,Kinnex16S_Fwd_10--Kinnex16S_Rev_15,33TG,02/05/2024,Rainy season,Togo,Maritime,Sus scrofa domesticus,Domestic pig,Métisse,Female,,,Mature,Togo,Yes,,,,Traditional,,,Farm,Small-scale,Outside,,Yes,Concrete floor,No,,No,No,No,3,Yes,Chickens (sometimes),60,No,,,,70.26022305,3.0,Fed twice a day,,"Son cubé, drèche de brasserie, palmiste, peau de manioc, feuilles de manioc ",,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None (ASF previously on farm),"Vitamines, fer",Oui - donné en préventive après sevrage par injection,,Yes,Yes,No,,No,,,,,NAMES05,,,,33TG03,5,3,cluster 1,0.998816217
33TG04,,,Kinnex16S_Fwd_10--Kinnex16S_Rev_16,33TG,02/05/2024,Rainy season,Togo,Maritime,Sus scrofa domesticus,Domestic pig,Métisse,Male,,120.0,Growing,Togo,Yes,,,,Traditional,,,Farm,Small-scale,Outside,,Yes,Concrete floor,No,,No,No,No,3,Yes,Chickens (sometimes),60,No,,,,66.34920635,2.0,Fed twice a day,,"Son cubé, drèche de brasserie, palmiste, peau de manioc, feuilles de manioc ",,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None (ASF previously on farm),"Vitamines, fer",Oui - donné en préventive après sevrage par injection,,Yes,Yes,,,,,,,No,NAMES05,,Same pen as 33TG05,,33TG04,2,3,cluster 1,0.998354313
33TG05,,,Kinnex16S_Fwd_10--Kinnex16S_Rev_17,33TG,02/05/2024,Rainy season,Togo,Maritime,Sus scrofa domesticus,Domestic pig,Métisse,Male,,120.0,Growing,Togo,Yes,,,,Traditional,,,Farm,Small-scale,Outside,,Yes,Concrete floor,No,,No,No,No,3,Yes,Chickens (sometimes),60,No,,,,68.60465116,3.0,Fed twice a day,,"Son cubé, drèche de brasserie, palmiste, peau de manioc, feuilles de manioc ",,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None (ASF previously on farm),"Vitamines, fer",Oui - donné en préventive après sevrage par injection,,Yes,Yes,,,,,,,No,NAMES05,,Same pen as 33TG04,,33TG05,2,3,cluster 1,0.994946314
34TG01,,,Kinnex16S_Fwd_10--Kinnex16S_Rev_18,34TG,02/05/2024,Rainy season,Togo,Maritime,Sus scrofa domesticus,Domestic pig,Landrace x Local,Female,,,Mature,Togo,Yes,,,,Traditional,,,Farm,Small-scale,Outside,,Yes,Concrete floor,No,,No,No,No,1,No,,60,No,,,,49.00662252,1.0,Fed twice a day: regular feed + supplementation (depending on availability),,"Son cubé, drèche de bière, son de riz, son de maïs, poisson, eau, palmiste",,,,,,,,,,,,,,,"Feuilles de moringia, de manioc et d'arachide",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fer (après mise-bas), vitamine B12 (après 50kg), Vitol-140 (vit. A, B et E)",Oui - Oxy 20% chaque mois dès sevrage,,Yes,Yes,,,Yes,,,,,NAMES05,,,,34TG01,5,2,cluster 1,0.998820126
34TG02,,,Kinnex16S_Fwd_10--Kinnex16S_Rev_19,34TG,02/05/2024,Rainy season,Togo,Maritime,Sus scrofa domesticus,Domestic pig,Landrace x Local,Female,,730.0,Mature,Togo,Yes,,,,Traditional,,,Farm,Small-scale,Outside,,Yes,Concrete floor,No,,No,No,No,1,No,,60,No,,,,44.37299035,1.0,Fed twice a day: regular feed + supplementation (depending on availability),,"Son cubé, drèche de bière, son de riz, son de maïs, poisson, eau, palmiste",,,,,,,,,,,,,,,"Feuilles de moringia, de manioc et d'arachide",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fer (après mise-bas), vitamine B12 (après 50kg), Vitol-140 (vit. A, B et E)",Oui - Oxy 20% chaque mois dès sevrage,,Yes,Yes,,,Yes,,,2,,NAMES05,,,,34TG02,5,2,cluster 1,0.99879595
34TG03,,,Kinnex16S_Fwd_10--Kinnex16S_Rev_20,34TG,02/05/2024,Rainy season,Togo,Maritime,Sus scrofa domesticus,Domestic pig,Landrace x Local,Female,,730.0,Mature,Togo,Yes,,,,Traditional,,,Farm,Small-scale,Outside,,Yes,Concrete floor,No,,No,No,No,1,No,,60,No,,,,49.5049505,1.0,Fed twice a day: regular feed + supplementation (depending on availability),,"Son cubé, drèche de bière, son de riz, son de maïs, poisson, eau, palmiste",,,,,,,,,,,,,,,"Feuilles de moringia, de manioc et d'arachide",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fer (après mise-bas), vitamine B12 (après 50kg), Vitol-140 (vit. A, B et E)",Oui - Oxy 20% chaque mois dès sevrage,,Yes,Yes,,,Yes,,,,,NAMES05,,,,34TG03,5,2,cluster 1,0.998552811
34TG04,,,Kinnex16S_Fwd_11--Kinnex16S_Rev_13,34TG,02/05/2024,Rainy season,Togo,Maritime,Sus scrofa domesticus,Domestic pig,Landrace x Local,Female,,,Mature,Togo,Yes,,,,Traditional,,,Farm,Small-scale,Outside,,Yes,Concrete floor,No,,No,No,No,2,No,,60,No,,,,44.25675676,1.0,Fed twice a day: regular feed + supplementation (depending on availability),,"Son cubé, drèche de bière, son de riz, son de maïs, poisson, eau, palmiste",,,,,,,,,,,,,,,"Feuilles de moringia, de manioc et d'arachide",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fer (après mise-bas), vitamine B12 (après 50kg), Vitol-140 (vit. A, B et E)",Oui - Oxy 20% chaque mois dès sevrage,,Yes,Yes,,,Yes,,,,,NAMES05,,,,34TG04,5,2,cluster 1,0.997888199
34TG05,,,Kinnex16S_Fwd_11--Kinnex16S_Rev_14,34TG,02/05/2024,Rainy season,Togo,Maritime,Sus scrofa domesticus,Domestic pig,Landrace x Local,Unknown,,105.0,Growing,Togo,Yes,,,,Traditional,,,Farm,Small-scale,Outside,,Yes,Concrete floor,No,,No,No,No,,No,,60,No,,,,59.88372093,2.0,Fed twice a day: regular feed + supplementation (depending on availability),,"Son cubé, drèche de bière, son de riz, son de maïs, poisson, eau, palmiste",,,,,,,,,,,,,,,"Feuilles de moringia, de manioc et d'arachide",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fer (après mise-bas), vitamine B12 (après 50kg), Vitol-140 (vit. A, B et E)",Oui - Oxy 20% chaque mois dès sevrage,,Yes,Yes,,,,,,,,NAMES05,,,,34TG05,2,2,cluster 1,0.998841915
